treated,age,age2,educ,black,hispanic,married,nodegree,re75,re78
1,29,841,10,0,1,0,1,8853.6738,5112.0142
0,21,441,12,0,0,0,0,11637.097,10048.541
0,43,1849,10,0,0,1,1,17903.227,20688.172
0,43,1849,9,1,0,1,1,0,0
0,29,841,10,0,0,1,1,0,0
0,27,729,12,0,1,1,0,11279.032,14038.402
0,26,676,16,0,0,0,0,31790.758,15646.169
0,37,1369,11,1,0,1,1,13964.516,13299.539
0,22,484,13,1,0,1,0,14320.79,18660.73
0,36,1296,11,1,0,1,1,21483.871,26599.078
0,23,529,12,0,0,1,0,13785.484,14186.175
0,27,729,17,0,0,1,0,18261.289,28815.668
1,17,289,10,1,0,0,1,156.9491,10641.24
1,25,625,5,1,0,0,1,0,12187.41
0,28,784,15,0,0,1,0,13785.484,15959.447
0,49,2401,6,0,1,1,1,16470.969,13595.084
0,26,676,17,0,0,0,0,11637.097,9457.4502
0,27,729,15,1,0,0,0,16744.887,18442.027
0,46,2116,16,0,0,1,0,35806.453,36943.164
1,22,484,12,0,0,0,0,8455.5039,12590.71
1,22,484,9,1,0,0,1,0,4056.4939
0,31,961,13,0,0,1,0,33658.066,31032.258
0,31,961,14,0,0,1,0,17903.227,25860.215
0,29,841,12,0,0,1,0,7161.2905,19210.445
0,24,576,12,0,0,1,0,18750.049,32509.984
0,37,1369,12,0,0,1,0,22379.031,24382.488
0,27,729,12,0,0,0,0,21483.871,25121.352
0,21,441,12,1,0,1,0,16560.484,20688.172
0,47,2209,8,0,0,1,1,25064.516,19062.674
0,36,1296,13,0,0,0,0,36150.195,44308.152
0,49,2401,8,0,0,1,1,37596.773,38420.891
1,19,361,9,0,1,0,1,6511.124,7913.3862
0,22,484,12,0,0,1,0,19693.549,17732.719
0,25,625,16,1,0,0,0,19335.484,23052.535
0,48,2304,8,0,0,1,1,21483.871,19210.445
0,27,729,16,0,0,0,0,0,0
0,27,729,16,0,0,1,0,28192.211,40903.473
0,20,400,11,0,0,1,1,3222.5806,2955.4531
0,46,2116,12,0,0,0,0,0,0
0,28,784,14,0,0,1,0,16757.42,16254.992
0,25,625,16,0,0,1,0,29540.322,32509.984
0,25,625,14,0,0,1,0,35806.453,33839.938
0,42,1764,16,0,1,1,0,23274.193,29554.531
0,27,729,17,0,0,1,0,37596.773,39307.527
0,45,2025,16,0,0,0,0,31330.645,31401.689
0,32,1024,12,0,0,1,0,39387.098,40878.352
0,23,529,12,0,0,1,0,12532.258,25121.352
0,41,1681,9,0,0,1,1,12890.323,8718.5869
0,51,2601,12,0,0,1,0,41177.418,48764.977
0,29,841,14,0,0,1,0,0,0
0,26,676,16,0,0,1,0,28645.16,35022.121
0,32,1024,13,0,0,1,0,25064.516,7388.6328
1,25,625,11,1,0,1,1,0,0
0,26,676,12,0,0,1,0,0,2955.4531
0,46,2116,13,0,0,1,0,15754.839,14777.266
0,52,2704,7,1,0,0,1,17903.227,25121.352
0,23,529,16,0,0,0,0,18798.387,20924.607
0,25,625,17,0,0,1,0,10562.903,30101.289
0,44,1936,12,0,0,1,0,22379.031,23643.625
0,43,1849,17,0,0,1,0,0,36943.164
0,42,1764,9,0,0,1,1,23453.227,26377.42
0,31,961,8,0,0,1,1,32225.807,26953.732
1,23,529,10,1,0,1,1,10495.08,3385.811
0,47,2209,14,1,0,1,0,27750,36647.617
0,27,729,8,0,0,1,1,7698.3872,15072.811
1,29,841,14,1,0,0,0,679.6734,17814.98
1,19,361,11,1,0,0,1,10224.37,11293.81
1,25,625,12,1,0,0,0,5204.2588,0
0,27,729,12,0,0,0,0,27212.902,32509.984
0,21,441,12,1,0,0,0,11458.065,11208.556
0,53,2809,12,1,0,1,0,42967.742,35465.438
1,21,441,11,0,1,0,1,17983.711,15191.91
0,39,1521,15,0,0,1,0,0,1921.0446
0,46,2116,11,0,0,1,1,16112.903,19210.445
0,55,3025,12,0,0,1,0,23990.322,29554.531
0,21,441,12,0,0,1,0,6803.2256,7388.6328
0,48,2304,8,0,0,1,1,35795.711,28076.805
0,54,2916,0,0,1,1,1,44220.969,20540.398
0,48,2304,9,0,0,1,1,25064.516,26968.51
0,55,3025,14,0,0,1,0,0,0
0,30,900,17,0,0,1,0,4296.7744,22476.221
0,46,2116,4,0,0,1,1,14322.581,8866.3594
0,52,2704,8,0,0,1,1,14322.581,8748.1416
0,27,729,17,0,0,0,0,41177.418,44331.797
0,37,1369,11,1,0,1,1,13964.516,13299.539
1,21,441,13,0,0,0,0,8616.8516,99.570023
0,34,1156,13,0,0,1,0,25064.516,31032.258
0,23,529,13,0,0,1,0,21483.871,21279.264
1,17,289,10,0,1,0,1,2202.7959,4387.0571
0,48,2304,17,1,0,1,0,51842.371,59109.063
0,20,400,12,0,0,1,0,2363.2258,14777.266
0,29,841,17,0,0,1,0,24527.42,23643.625
0,31,961,12,0,0,1,0,23274.193,22165.898
0,45,2025,12,0,0,1,0,18798.387,19949.309
1,24,576,12,1,0,0,0,18154.061,0
1,29,841,4,1,0,0,1,0,762.91461
0,25,625,10,1,0,1,1,8951.6133,14777.266
0,29,841,17,0,0,1,0,8951.6133,0
1,22,484,11,1,0,0,1,606.96088,317.8952
0,54,2916,8,0,1,1,1,0,8866.3594
1,27,729,8,1,0,0,1,7218.2769,7976.9321
0,28,784,13,0,0,1,0,31688.711,40637.48
0,50,2500,12,0,0,1,0,14322.581,13151.767
0,45,2025,12,1,0,1,0,26695.5,27898
0,42,1764,17,0,0,1,0,32762.902,39159.754
0,35,1225,11,1,0,1,1,17903.227,0
0,29,841,17,0,0,1,0,21483.871,27042.396
0,36,1296,12,1,0,1,0,37596.773,31032.258
0,48,2304,12,0,0,1,0,23881.113,25399.164
0,48,2304,10,0,0,1,1,26854.84,27042.396
1,21,441,11,1,0,1,1,4167.998,11300.24
0,52,2704,8,0,0,1,1,0,6797.542
0,53,2809,15,0,0,1,0,37596.773,38420.891
1,20,400,6,0,1,1,1,10802.98,4488.4951
0,42,1764,8,0,0,1,1,0,8866.3594
0,27,729,16,0,0,1,0,30435.484,0
0,46,2116,9,1,0,0,1,9309.6777,8866.3594
0,50,2500,7,1,0,1,1,12532.258,16254.992
0,31,961,17,0,0,1,0,29465.129,39817.344
0,21,441,10,0,0,1,1,16112.903,20141.412
0,47,2209,16,0,0,1,0,41177.418,44331.797
0,36,1296,10,1,0,0,1,21483.871,17732.719
0,44,1936,14,0,0,1,0,35806.453,35465.438
0,34,1156,11,1,0,1,1,17903.227,14777.266
0,44,1936,15,0,0,1,0,39387.098,51232.781
0,43,1849,12,0,0,1,0,28645.16,32509.984
0,50,2500,7,1,0,1,1,12532.258,16254.992
0,25,625,14,0,0,0,0,14322.581,17437.174
0,55,3025,8,1,0,1,1,0,0
0,37,1369,8,0,0,1,1,22823.031,23145.631
0,25,625,13,0,0,1,0,28197.58,22165.898
0,39,1521,9,1,0,1,1,9667.7422,11821.813
0,31,961,15,1,0,0,0,26854.84,25860.215
0,46,2116,12,0,0,1,0,7161.2905,17732.719
0,20,400,12,0,0,1,0,15217.742,28815.668
0,26,676,17,0,0,1,0,12532.258,23643.625
0,49,2401,17,0,0,1,0,46548.387,42854.07
0,21,441,13,0,0,1,0,8593.5488,28787.592
0,25,625,14,1,0,1,0,25601.613,33101.074
0,25,625,10,1,0,0,1,5370.9678,11437.604
0,29,841,10,1,0,1,1,8122.6934,5910.9063
0,22,484,15,0,0,1,0,17187.098,25860.215
1,19,361,10,1,0,0,1,6056.7539,0
0,22,484,11,0,0,1,1,5818.5483,2216.5898
0,33,1089,14,0,0,1,0,25959.678,24382.488
0,45,2025,12,0,0,1,0,0,22165.898
0,43,1849,17,0,0,1,0,21161.613,29554.531
0,32,1024,14,0,0,1,0,31330.645,70930.875
0,29,841,12,0,0,1,0,26854.84,28076.805
0,37,1369,12,0,0,1,0,16385.031,23269.76
0,45,2025,9,0,0,1,1,313.30646,4063.748
0,43,1849,10,0,0,1,1,17903.227,19709.918
0,29,841,12,0,0,0,0,14370.919,12615.352
0,36,1296,12,0,0,1,0,30435.484,41376.344
0,38,1444,12,1,0,1,0,10741.935,27190.17
0,47,2209,13,0,0,1,0,25959.678,26625.678
0,42,1764,16,0,0,1,0,37596.773,47287.25
1,38,1444,9,0,0,0,1,0,6408.9502
0,18,324,10,0,1,1,1,10741.935,20688.172
0,45,2025,0,0,1,1,1,16112.903,10344.086
0,38,1444,11,0,0,1,1,14322.581,28076.805
0,51,2601,8,1,0,1,1,25064.516,25121.352
0,37,1369,17,0,0,1,0,85040.32,110829.49
0,32,1024,17,0,0,1,0,28645.16,28076.805
0,49,2401,12,0,0,1,0,0,13299.539
0,48,2304,17,0,0,1,0,29540.322,32951.824
0,54,2916,10,1,0,1,1,0,0
0,21,441,9,0,0,1,1,19693.549,1773.2719
0,43,1849,12,0,0,1,0,28645.16,25121.352
0,29,841,17,0,0,1,0,16112.903,17732.719
1,23,529,12,0,0,0,0,3903.1951,796.55969
0,28,784,12,1,0,1,0,36776.805,34726.574
0,47,2209,17,0,0,1,0,28906.549,35732.906
0,46,2116,12,0,0,1,0,27033.871,27781.26
0,28,784,16,0,0,1,0,22379.031,27337.941
0,22,484,12,0,0,0,0,10741.935,28963.441
0,21,441,13,0,0,1,0,17903.227,28224.578
0,39,1521,7,0,0,1,1,6624.1934,0
0,42,1764,8,0,0,1,1,0,0
0,45,2025,14,0,0,1,0,13606.452,17732.719
1,30,900,10,1,0,0,1,2615.8169,0
0,27,729,15,0,0,1,0,0,0
0,24,576,12,0,0,1,0,19693.549,7388.6328
0,28,784,14,1,0,1,0,0,25874.992
0,42,1764,17,0,0,1,0,22379.031,0
0,22,484,11,1,0,1,1,5012.9033,3694.3164
0,54,2916,8,0,0,1,1,537.09674,295.54532
0,26,676,13,0,1,1,0,5671.7417,25860.215
0,26,676,12,1,0,1,0,8951.6133,11082.949
0,28,784,12,0,0,1,0,11100,20688.172
0,38,1444,14,0,0,1,0,68032.258,26599.078
0,30,900,9,0,0,1,1,7877.4194,8866.3594
1,23,529,12,1,0,0,0,501.0741,671.33179
0,55,3025,11,0,0,1,1,31053.145,28076.805
0,53,2809,12,0,0,1,0,47894.711,50242.703
0,36,1296,16,0,0,0,0,4833.8711,5319.8159
0,42,1764,9,0,0,0,1,19693.549,35465.438
0,30,900,11,0,0,1,1,26854.84,33248.848
0,49,2401,5,0,0,1,1,8056.4517,11821.813
0,20,400,12,0,0,1,0,10204.839,29258.986
0,25,625,11,1,0,0,1,0,3694.3164
0,30,900,12,1,0,1,0,25064.516,29554.531
0,26,676,12,1,0,1,0,21483.871,31623.35
0,31,961,16,0,0,1,0,9846.7744,5390.7466
0,43,1849,3,1,0,1,1,0,0
0,37,1369,17,1,0,1,0,1306.9355,4236.6421
0,27,729,12,0,0,1,0,44758.066,0
0,44,1936,12,0,0,1,0,17187.098,15368.356
0,41,1681,8,0,0,1,1,0,0
0,19,361,11,1,0,0,1,8806.5967,9457.4502
0,35,1225,16,0,0,0,0,21841.936,24825.807
0,48,2304,16,0,0,1,0,53709.676,73886.328
0,55,3025,14,0,0,1,0,0,0
0,40,1600,10,0,0,1,1,17903.227,20688.172
0,55,3025,8,0,0,1,1,0,0
0,31,961,12,1,0,1,0,19466.178,20259.631
0,50,2500,14,0,0,1,0,27889.645,27314.299
0,40,1600,10,1,0,0,1,23274.193,20688.172
0,28,784,14,0,0,1,0,12532.258,31032.258
0,31,961,12,0,1,1,0,6982.2583,17732.719
0,48,2304,12,1,0,1,0,22558.064,36943.164
0,35,1225,12,0,0,1,0,26854.84,32509.984
0,39,1521,12,0,0,1,0,24169.355,23643.625
0,53,2809,10,1,0,1,1,15502.403,13299.539
0,34,1156,12,0,0,1,0,42967.742,31032.258
0,29,841,12,1,0,1,0,9846.7744,20688.172
0,47,2209,14,0,0,1,0,34016.129,25150.906
0,22,484,12,0,0,1,0,9939.8711,15486.575
0,39,1521,9,0,0,1,1,19693.549,20688.172
1,29,841,10,1,0,0,1,4398.9502,0
0,28,784,15,0,0,1,0,62661.289,66497.695
0,37,1369,12,0,0,0,0,25780.645,22461.443
0,23,529,12,0,0,1,0,7161.2905,10416.495
1,20,400,12,1,0,0,0,0,0
0,46,2116,12,0,0,1,0,0,0
0,26,676,14,0,0,1,0,13427.419,31032.258
0,34,1156,17,0,0,1,0,31330.645,25712.441
1,35,1225,8,1,0,1,1,17976.15,3786.6279
0,47,2209,17,0,0,0,0,29540.322,29258.986
0,20,400,12,1,0,1,0,8951.6133,20688.172
0,34,1156,9,1,0,1,1,11211,12037.561
0,27,729,16,0,0,1,0,18619.355,88663.594
0,32,1024,10,0,0,1,1,39387.098,36943.164
0,44,1936,10,0,0,1,1,26854.84,23643.625
0,27,729,13,0,0,1,0,20051.613,36943.164
0,47,2209,10,0,0,1,1,17903.227,21722.58
0,38,1444,12,0,0,1,0,26854.84,31032.258
0,33,1089,10,0,0,1,1,2619.2419,0
0,37,1369,12,0,0,1,0,8951.6133,28076.805
0,34,1156,12,0,0,1,0,17903.227,63542.242
0,50,2500,16,0,0,0,0,19693.549,17732.719
0,23,529,15,0,0,1,0,13427.419,16993.855
0,33,1089,17,0,0,0,0,0,1539.7911
0,39,1521,17,0,0,1,0,35448.387,32509.984
1,25,625,11,1,0,0,1,0,0
0,49,2401,12,0,0,1,0,26854.84,26599.078
0,46,2116,6,1,0,1,1,0,0
0,20,400,7,1,0,1,1,11637.097,14777.266
0,25,625,13,1,0,0,0,15396.774,12486.79
0,48,2304,8,1,0,1,1,26854.84,30569.73
1,21,441,12,1,0,0,0,0,9983.7842
0,20,400,12,0,0,1,0,18798.387,17732.719
1,22,484,9,1,0,0,1,3836.9861,3462.564
0,33,1089,10,0,0,1,1,28645.16,36499.848
0,54,2916,3,1,0,1,1,0,0
0,44,1936,12,0,0,1,0,71612.906,81274.961
0,44,1936,6,0,0,1,1,7619.6128,11821.813
1,19,361,10,1,0,0,1,3473.8081,5861.603
0,21,441,10,1,0,0,1,8145.9678,8275.2686
0,33,1089,17,0,0,1,0,30435.484,31032.258
0,35,1225,10,1,0,1,1,16470.969,23643.625
0,54,2916,16,0,0,1,0,26854.84,26451.307
0,33,1089,13,0,0,1,0,47264.516,51073.188
0,41,1681,17,0,0,1,0,59438.711,82752.688
0,39,1521,8,0,0,1,1,12532.258,16254.992
0,53,2809,8,1,0,1,1,15649.21,12921.241
0,44,1936,8,0,0,1,1,26854.84,25860.215
0,31,961,17,0,0,1,0,36705.195,42854.07
0,28,784,16,0,0,1,0,25064.516,31032.258
0,20,400,12,0,0,1,0,6266.1289,15244.227
0,25,625,10,0,0,1,1,23632.258,23495.854
0,30,900,8,0,0,1,1,17903.227,14333.948
0,27,729,16,0,0,1,0,7161.2905,36204.301
0,42,1764,8,0,0,1,1,18798.387,26569.523
0,27,729,12,1,0,1,0,8951.6133,2210.679
0,35,1225,13,1,0,1,0,23274.193,25121.352
0,54,2916,12,0,0,1,0,0,0
0,27,729,10,0,0,1,1,11812.548,11821.813
0,25,625,13,0,0,1,0,18798.387,23643.625
0,37,1369,12,1,0,1,0,32225.807,44331.797
0,23,529,9,0,0,1,1,0,14777.266
0,27,729,12,0,0,1,0,14859.677,15072.811
0,24,576,10,1,0,0,1,3902.9033,7447.7417
0,42,1764,11,0,0,1,1,22379.031,23327.393
0,49,2401,14,0,0,1,0,30435.484,29554.531
0,48,2304,5,1,0,1,1,13606.452,13323.183
0,31,961,12,0,0,1,0,26854.84,29554.531
0,49,2401,16,0,0,1,0,98467.742,73886.328
1,22,484,10,1,0,0,1,1071.108,7315.4521
0,25,625,12,0,0,1,0,11279.032,21279.264
0,53,2809,12,0,0,1,0,32225.807,33544.395
0,27,729,12,1,0,1,0,17724.193,25121.352
0,50,2500,8,0,0,1,1,25243.549,26155.76
0,31,961,12,0,0,1,0,12532.258,14777.266
0,22,484,14,0,0,1,0,41177.418,32509.984
0,41,1681,16,0,0,1,0,34016.129,42854.07
0,40,1600,16,0,0,1,0,39387.098,45809.523
0,53,2809,7,0,0,1,1,19693.549,22165.898
0,26,676,16,0,0,1,0,30793.549,36943.164
0,29,841,13,0,0,1,0,25064.516,0
0,34,1156,12,0,0,1,0,30793.549,31180.031
0,52,2704,8,1,0,0,1,15217.742,7093.0874
0,45,2025,17,0,0,1,0,16112.903,17732.719
0,44,1936,12,0,0,1,0,7340.3228,27781.26
1,17,289,10,1,0,0,1,856.88641,3251.1001
0,28,784,9,1,0,1,1,8235.4844,8718.5869
0,23,529,9,0,0,1,1,11995.161,11891.266
0,25,625,10,1,0,1,1,4282.4517,4947.4287
0,34,1156,14,0,0,1,0,23274.193,22165.898
1,18,324,11,0,0,0,1,919.55792,4321.7051
0,53,2809,8,1,0,1,1,0,0
1,22,484,12,1,0,0,0,936.17731,0
0,37,1369,12,0,0,1,0,19693.549,44331.797
1,26,676,11,1,0,0,1,0,17230.961
0,38,1444,9,1,0,1,1,22407.678,16254.992
0,44,1936,12,0,0,1,0,32046.773,35465.438
0,41,1681,6,1,0,1,1,0,0
0,29,841,10,0,0,1,1,8951.6133,31032.258
0,50,2500,8,1,0,1,1,28913.711,31032.258
0,34,1156,16,0,0,1,0,0,11821.813
0,26,676,16,0,0,1,0,22379.031,35465.438
0,30,900,12,0,0,1,0,17366.129,18978.441
0,40,1600,10,0,0,1,1,24169.355,21427.035
0,20,400,12,0,0,0,0,716.12903,0
1,31,961,4,1,0,0,1,4023.2109,7382.5488
0,46,2116,12,0,0,1,0,11637.097,11230.722
1,26,676,11,0,0,0,1,22959.76,2746.614
0,23,529,17,0,0,0,0,14322.581,28076.805
0,34,1156,13,0,0,1,0,31509.678,33396.621
0,23,529,14,0,0,0,0,12174.194,14777.266
0,24,576,12,1,0,0,0,0,10344.086
0,27,729,12,0,0,1,0,15833.613,13246.341
0,30,900,17,0,0,1,0,31330.645,38420.891
0,30,900,10,1,0,1,1,0,121173.58
0,41,1681,8,0,0,1,1,0,7093.0874
0,29,841,16,0,0,1,0,26854.84,23643.625
0,37,1369,14,0,0,1,0,29361.289,21870.354
0,24,576,16,0,0,1,0,17903.227,42854.07
0,24,576,12,0,0,1,0,21304.84,19242.955
0,38,1444,8,0,0,1,1,35448.387,33987.711
0,26,676,14,0,0,1,0,29898.387,28032.473
0,20,400,12,0,0,1,0,8772.5811,17289.4
0,22,484,12,0,0,1,0,8951.6133,14186.175
0,55,3025,17,1,0,1,0,26854.84,17806.605
0,45,2025,9,1,0,1,1,0,0
0,30,900,12,0,0,1,0,25959.678,28076.805
0,34,1156,12,0,0,1,0,22379.031,26599.078
0,43,1849,11,0,0,1,1,21483.871,22165.898
0,33,1089,16,0,0,1,0,27750,96052.227
0,47,2209,17,0,0,1,0,28906.549,35732.906
0,21,441,12,0,0,1,0,10204.839,12560.676
1,42,1764,14,1,0,0,0,0,20505.93
0,47,2209,16,0,0,1,0,60870.969,78319.508
0,32,1024,12,0,0,1,0,13785.484,31032.258
0,19,361,9,0,0,1,1,6087.0967,10639.631
0,53,2809,12,1,0,1,0,21483.871,23643.625
0,43,1849,12,1,0,1,0,14322.581,29554.531
0,46,2116,8,0,0,1,1,10741.935,14186.175
0,45,2025,12,0,0,1,0,21483.871,10639.631
0,53,2809,16,0,0,1,0,20112.484,19930.098
0,30,900,9,0,0,1,1,11493.871,12847.355
0,55,3025,16,0,0,1,0,46548.387,47878.34
0,26,676,12,0,0,1,0,28287.098,38420.891
0,29,841,14,0,0,1,0,37596.773,45809.523
0,37,1369,9,1,0,1,1,16112.903,19210.445
0,25,625,17,0,0,1,0,12621.774,28963.441
0,29,841,15,0,0,0,0,21483.871,22313.672
0,30,900,15,0,0,1,0,27570.969,29554.531
0,45,2025,12,0,0,1,0,27391.936,25564.67
0,23,529,12,1,0,1,0,12174.194,18471.582
0,41,1681,13,0,0,1,0,0,0
0,30,900,14,0,0,1,0,32225.807,22165.898
0,24,576,12,0,0,1,0,22737.098,25121.352
0,22,484,11,0,0,1,1,0,13299.539
0,22,484,12,0,1,1,0,8611.4512,16218.049
0,26,676,17,0,0,1,0,19693.549,26599.078
0,53,2809,16,0,0,1,0,39387.098,67236.563
0,32,1024,12,0,0,1,0,25064.516,16254.992
0,27,729,9,0,0,1,1,2327.4194,19210.445
0,48,2304,16,0,0,1,0,59080.645,62064.516
1,26,676,12,1,0,1,0,5794.8311,1424.944
0,22,484,13,1,0,1,0,15217.742,0
0,21,441,12,0,0,1,0,3222.5806,14038.402
0,50,2500,10,1,0,1,1,0,0
0,27,729,16,0,0,1,0,17903.227,18471.582
0,19,361,14,0,0,0,0,3222.5806,0
0,26,676,8,1,0,1,1,4296.7744,7093.0874
0,27,729,17,0,0,1,0,27750,26599.078
0,26,676,13,1,0,1,0,37596.773,58653.922
0,29,841,17,0,0,1,0,25959.678,36898.832
1,30,900,11,1,0,1,1,0,590.7818
0,48,2304,10,1,0,1,1,30435.484,29554.531
0,27,729,13,1,0,1,0,30435.484,24973.578
1,49,2401,8,0,0,1,1,7285.9482,16717.119
0,27,729,13,0,0,1,0,14322.581,16254.992
0,25,625,16,0,0,1,0,22558.064,33396.621
0,54,2916,3,1,0,1,1,9606.8711,11821.813
0,55,3025,16,0,0,1,0,17903.227,22165.898
0,30,900,12,0,0,1,0,21483.871,29554.531
0,28,784,10,0,0,1,1,23274.193,22904.762
0,24,576,13,0,0,1,0,11458.065,11526.267
0,49,2401,12,0,0,1,0,35806.453,33987.711
0,25,625,17,0,0,1,0,28249.5,35561.488
0,42,1764,16,0,0,1,0,0,41376.344
0,43,1849,8,1,0,1,1,12532.258,12930.108
0,23,529,12,0,0,1,0,11100,14777.266
0,38,1444,16,0,0,1,0,7877.4194,17732.719
0,39,1521,12,0,0,1,0,27750,6354.2241
0,25,625,13,0,0,1,0,23456.807,26007.988
0,24,576,12,0,1,1,0,21483.871,23052.535
0,51,2601,8,0,0,1,1,1546.8387,0
0,39,1521,11,1,0,1,1,11637.097,7260.0708
0,27,729,12,0,0,1,0,25064.516,31908.551
0,23,529,17,0,0,0,0,2148.3872,33987.711
0,26,676,12,0,0,1,0,16470.969,35022.121
0,38,1444,7,0,0,1,1,5370.9678,11821.813
0,44,1936,12,0,0,1,0,0,0
0,31,961,12,0,0,1,0,21483.871,25121.352
0,23,529,14,1,0,1,0,12532.258,8866.3594
0,37,1369,13,0,0,1,0,0,0
0,30,900,16,0,0,1,0,17867.42,15516.129
0,44,1936,12,0,0,0,0,0,0
0,20,400,12,1,0,1,0,16709.08,12708.449
0,27,729,12,0,0,1,0,12532.258,19210.445
0,32,1024,13,1,0,1,0,14143.548,26599.078
0,43,1849,11,1,0,1,1,14322.581,17732.719
0,34,1156,14,0,0,1,0,0,0
0,49,2401,12,0,0,1,0,28645.16,26599.078
0,33,1089,15,0,0,1,0,34016.129,33248.848
0,44,1936,3,1,0,1,1,21483.871,26599.078
0,23,529,14,0,0,1,0,33658.066,26599.078
0,31,961,13,0,0,1,0,18798.387,29554.531
1,26,676,11,0,0,0,1,2226.2661,13385.86
0,21,441,13,0,0,1,0,21483.871,14777.266
0,26,676,8,1,0,1,1,3580.6453,1994.9309
0,24,576,16,0,0,1,0,12890.323,31032.258
0,48,2304,8,0,0,1,1,8844.1934,3073.6714
0,53,2809,6,0,0,1,1,15217.742,14777.266
1,21,441,9,1,0,0,1,0,0
1,18,324,11,0,1,0,1,5491.5352,2454.5
0,32,1024,12,0,0,1,0,42967.742,41376.344
0,44,1936,16,1,0,1,0,30621.678,23495.854
0,29,841,12,0,0,1,0,0,44331.797
0,50,2500,11,0,0,1,1,38563.547,31032.258
0,52,2704,15,0,0,1,0,0,0
0,49,2401,12,0,0,1,0,11082.097,6537.4624
1,41,1681,9,1,0,1,1,7212.1201,3154.72
0,41,1681,12,0,0,1,0,10741.935,12412.903
0,23,529,12,0,0,0,0,11413.306,2216.5898
0,18,324,10,0,0,1,1,21483.871,24973.578
0,44,1936,17,0,0,1,0,37596.773,36204.301
0,46,2116,11,0,0,1,1,29361.289,36943.164
0,41,1681,12,0,1,1,0,20946.773,22165.898
0,22,484,12,0,0,1,0,8951.6133,13595.084
0,47,2209,12,0,0,1,0,33312.531,15072.811
0,32,1024,12,1,0,1,0,22379.031,31771.121
0,43,1849,12,1,0,1,0,25064.516,25121.352
0,40,1600,9,1,0,1,1,6572.2744,8866.3594
1,28,784,11,1,0,0,1,1284.079,60307.93
0,27,729,16,0,0,1,0,17545.16,21427.035
0,21,441,12,0,0,1,0,30435.484,31978.004
0,46,2116,8,1,0,1,1,7089.6772,0
0,42,1764,16,0,0,1,0,27499.355,29554.531
1,28,784,11,1,0,1,1,6952.5801,7318.186
0,26,676,12,0,0,1,0,16112.903,25121.352
0,21,441,9,0,0,1,1,3202.8872,3250.9985
0,32,1024,12,0,0,1,0,32225.807,32509.984
0,44,1936,10,1,0,1,1,19190.469,25068.154
0,22,484,12,0,0,0,0,9846.7744,2955.4531
0,40,1600,8,0,0,1,1,26138.711,26155.76
0,40,1600,7,0,0,1,1,0,8866.3594
0,27,729,15,0,0,0,0,23274.193,23643.625
0,36,1296,17,0,0,1,0,46548.387,56153.609
0,33,1089,12,0,0,1,0,25422.58,22756.988
0,55,3025,12,0,0,1,0,17545.16,16254.992
0,25,625,12,0,0,1,0,8736.7744,23643.625
0,31,961,14,0,0,1,0,21483.871,27830.025
0,20,400,12,1,0,0,0,8951.6133,13299.539
0,26,676,15,0,0,0,0,1879.8387,3250.9985
0,28,784,16,0,0,1,0,21483.871,32509.984
0,50,2500,7,0,0,1,1,14322.581,0
0,25,625,15,0,0,1,0,16112.903,18619.355
0,36,1296,11,1,0,1,1,12532.258,12811.889
0,50,2500,17,0,0,0,0,0,0
0,42,1764,9,0,0,1,1,32225.807,33987.711
0,23,529,12,0,1,1,0,21483.871,32509.984
0,31,961,14,0,0,1,0,35806.453,56153.609
0,25,625,9,1,0,0,1,7161.2905,6649.7695
0,26,676,17,0,0,1,0,29540.322,29554.531
0,22,484,12,0,0,1,0,19693.549,23643.625
0,26,676,14,0,0,1,0,36032.031,34559.59
1,25,625,11,1,0,0,1,0,485.2298
0,26,676,16,0,0,1,0,19872.58,20983.717
1,31,961,9,1,0,0,1,5517.8408,9558.501
0,50,2500,11,1,0,0,1,17903.227,14777.266
0,24,576,13,0,0,1,0,14322.581,32509.984
0,42,1764,16,0,0,1,0,0,0
0,54,2916,12,0,0,1,0,0,0
0,25,625,12,1,0,1,0,14322.581,21427.035
0,50,2500,12,0,0,1,0,44758.066,8866.3594
0,28,784,11,0,0,1,1,62661.289,118218.13
0,23,529,6,0,0,1,1,7161.2905,8127.4961
1,19,361,11,1,0,0,1,192.7995,661.19238
0,25,625,12,0,0,0,0,26854.84,18176.037
0,19,361,12,0,0,1,0,14143.548,24338.156
0,19,361,10,0,0,1,1,6982.2583,9752.9951
0,50,2500,8,0,0,0,1,21125.807,26599.078
0,30,900,17,0,0,1,0,25064.516,20688.172
1,21,441,11,1,0,0,1,5310.1069,7906.3408
0,20,400,12,0,0,1,0,23274.193,24382.488
0,55,3025,12,0,0,1,0,26409.049,29369.816
0,23,529,13,0,0,1,0,17903.227,31032.258
0,24,576,15,0,0,1,0,26854.84,26599.078
0,34,1156,12,0,0,1,0,0,0
1,20,400,7,1,0,0,1,1569.49,5518.083
0,23,529,10,0,0,1,1,25064.516,25121.352
0,38,1444,12,1,0,0,0,14322.581,16254.992
0,49,2401,17,0,0,1,0,26854.84,29554.531
0,42,1764,14,0,0,1,0,37596.773,48764.977
0,36,1296,12,1,0,1,0,8951.6133,11821.813
0,52,2704,11,0,0,1,1,33120.969,28076.805
0,54,2916,2,1,0,1,1,16990.16,18096.24
0,42,1764,16,0,0,1,0,32225.807,32214.439
0,46,2116,9,0,1,1,1,0,0
0,27,729,17,0,0,1,0,19693.549,24530.262
0,54,2916,15,0,0,1,0,21483.871,59109.063
