age,black,re75,treated,re78
43,1,2956.7681,0,3645.1516
44,0,1859.6088,0,1241.7703
43,1,2799.3335,0,2363.6213
42,1,2150.8979,0,2256.0935
42,1,4104.2666,0,4310.1328
43,1,3682.6602,0,4684.4321
44,1,3912.5247,0,3115.5859
40,1,2952.7817,0,2985.989
41,1,2294.0142,0,2815.4023
39,1,1325.0432,0,2157.7212
40,0,3861.125,0,4008.8848
40,1,2331.9031,0,2514.8647
40,1,2551.0051,0,2114.6113
40,1,2168.4163,0,2904.1252
41,1,2604.8564,0,3320.1892
40,1,3362.7415,0,3824.3442
29,0,2328.6108,0,1364.7646
26,0,1323.967,0,2364.7261
29,0,2108.459,0,1414.5933
28,0,1193.0208,0,1156.3905
25,0,539.17963,1,3202.7637
26,0,1343.6755,0,2154.0654
29,0,852.59998,1,2749.2283
26,0,1890.7344,0,2335.8667
25,0,1452.4421,0,2524.7114
22,0,2192.9656,0,908.974
23,0,1521.6438,0,1836.1407
21,0,546.87463,0,813.19836
22,0,702.56799,0,834.961
22,0,2121.2456,0,1755.5619
21,0,2274.5349,0,1322.5651
22,0,736.1499,0,1320.8204
23,0,1748.6702,0,2550.4976
19,0,2434.2451,0,2433.9331
45,1,3235.186,0,4268.7822
44,1,3887.8,0,4930.3955
47,1,2862.77,0,2761.3928
44,1,3461.3882,0,3375.0476
46,1,2636.2961,0,2283.9172
47,0,4008.1809,0,3577.5459
46,1,4069.4192,0,4055.9302
45,1,3509.5227,0,4921.5757
48,1,4006.9844,0,4275.5327
43,0,2555.8003,0,2466.1777
40,0,3206.6262,0,4142.6074
40,0,3061.2822,0,2224.5134
42,0,3093.896,0,2899.5012
42,0,2589.1438,0,938.52716
41,0,2043.7855,0,2674.0991
42,0,2328.3127,0,2701.9463
40,0,3242.3313,0,2130.0432
43,0,2910.9395,0,2586.7104
27,1,2345.9307,0,2916.1926
26,0,2156.6882,0,3168.491
24,0,1301.6121,0,2104.7227
27,0,1788.4421,0,2309.8838
25,0,2303.0181,0,2218.9648
26,0,3216.1362,0,3296.074
25,0,2458.4019,0,3288.2935
27,0,1890.6185,0,1764.986
27,0,2236.8569,0,2206.9187
22,0,1039.848,0,2344.0034
21,0,2172.7998,0,1990.8853
23,0,1311.4216,0,1467.2592
23,0,1215.6355,0,663.07727
23,0,1903.1625,0,2137.0308
20,0,1142.5039,0,2367.1379
21,0,1834.2076,0,2285.7129
22,1,1399.0485,0,1461.6403
21,0,864.90802,0,1216.2722
30,0,3295.1431,0,2375.2864
31,0,2089.7847,0,2564.5879
31,0,2248.0476,0,2164.8508
30,0,1859.9824,0,1958.1832
30,0,2144.8591,0,2361.5229
33,0,4229.2954,0,4737.0229
30,0,2316.7908,0,3572.7788
31,0,1444.6721,0,1751.0544
33,0,1832.3336,0,1091.9274
44,0,3667.302,0,3011.5513
46,1,3191.0679,0,3742.7454
42,1,3467.4778,0,4226.6792
42,1,3023.8101,0,2505.0552
43,1,3831.5327,0,4041.4446
43,1,3351.72,0,3122.5703
42,1,2566.0449,0,2275.5176
43,1,2361.1355,0,2460.8533
45,1,2478.314,0,1520.2445
21,0,846.953,0,300.35867
22,0,1936.557,0,2268.4575
22,0,1166.569,0,1563.0471
24,0,2330.95,0,2688.25
23,0,1378.3512,0,675.80945
21,1,0,1,610.16833
20,0,3080.353,0,1748.1752
24,0,2600.0044,0,3253.5208
21,0,1568.5984,0,1827.8604
41,0,2926.2695,0,1384.0607
38,0,4762.7036,0,5094.7949
39,1,2409.2405,0,1328.8622
40,0,3062.6782,0,2280.9968
41,0,2873.3721,0,3518.3225
40,0,2616.8442,0,1619.5913
40,0,2387.6147,0,1990.4177
41,0,3255.9619,0,2295.8521
40,0,3515.3215,0,4220.6934
38,0,5100.2686,0,3199.3027
41,0,4377.9502,0,4041.322
39,0,3094.3423,0,2969.8689
42,0,3849.7017,0,4719.2495
39,0,2361.4512,0,2330.3647
39,0,2831.5044,0,2006.078
42,0,2652.1521,0,3302.324
41,0,2427.9844,0,2726.3826
40,0,4586.687,0,3685.686
28,0,1899.0637,0,3363.6172
26,1,1589.5199,0,1072.4795
29,0,2203.9702,0,2057.8855
28,0,2028.8239,0,2177.4609
27,0,2337.9587,0,2412.9961
29,0,2826.5295,0,3191.6089
27,0,2866.7266,0,2362.8428
26,0,1846.761,0,1809.7263
27,0,1760.4121,0,2531.5054
36,0,2254.1912,0,2827.6255
37,0,3073.4919,0,2173.0601
38,0,879.53162,1,692.37744
36,1,2132.8191,0,2673.981
36,0,2513.2312,0,2457.6038
34,0,3235.7659,0,3218.6816
34,0,2022.3199,0,3496.6384
37,0,3726.5347,0,4174.1772
38,0,3007.5322,0,4025.3206
35,0,1934.4131,0,2292.439
34,0,2311.4114,0,3295.1052
32,0,2293.9495,0,3414.3762
34,0,3701.6445,0,3143.5132
34,0,2481.5532,0,2534.6411
35,0,2312.594,0,4451.5356
31,0,563.96521,0,0
33,0,3486.291,0,4312.666
33,0,3520.271,0,3266.3804
57,0,5131.042,0,4336.2935
53,0,3865.0366,0,4932.2954
54,0,4848.8442,0,4302.3237
55,0,4342.7412,0,3158.5027
54,1,3522.0754,0,5247.9365
56,0,2792.6619,0,3422.769
57,0,4865.9795,0,5164.0356
54,0,3236.3457,0,3520.8105
53,0,4310.73,0,4903.5464
24,0,1324.02,0,1622.9547
25,0,2357.3943,0,2530.1831
27,0,2481.7637,0,2840.137
25,0,1235.2017,0,630.05432
25,0,2300.6355,0,1972.0049
25,0,1557.1989,0,3328.3967
26,1,1990.4807,0,1527.3016
23,0,1274.7856,0,2538.9678
26,0,2976.3906,0,3455.0198
33,0,2366.3511,0,2592.0872
31,0,2572.752,0,2306.1582
30,1,1850.6576,0,1608.1809
30,0,1855.4436,0,2706.2546
30,0,1627.3236,0,910.99628
29,1,2573.1326,0,1764.7322
32,0,3178.1362,0,4465.9336
32,0,3012.8608,0,4025.2031
32,0,2492.5557,0,2113.457
18,1,1665.1246,0,3485.7861
21,1,2399.2925,0,2953.4082
22,1,696.69769,0,1357.6591
19,1,1208.5446,0,2099.1973
20,1,1369.2644,0,1341.6783
20,1,1265.9935,0,1640.4247
19,1,0,1,1153.6714
19,1,1548.4384,0,2232.8018
20,1,1575.9221,0,1528.8644
26,0,2279.0139,0,1842.3967
27,0,1923.5934,0,2567.2383
24,0,1981.2297,0,1568.6136
27,0,857.01563,0,1981.282
28,1,2209.3057,0,2790.3362
24,0,2808.0488,0,2151.5474
24,0,1327.8403,0,786.70618
25,0,2225.1206,0,1657.35
27,0,2556.7271,0,2095.5798
27,0,1563.9789,0,1393.6113
26,0,3811.9429,0,3420.0146
30,0,2468.5754,0,1054.6229
30,0,2701.6526,0,2375.2246
29,0,3394.9185,0,2762.8528
28,0,1552.0314,0,2902.2153
27,1,2468.3928,0,3336.0186
27,0,2110.7905,0,1441.1414
27,0,1074.7225,0,1040.7944
49,0,3911.5215,0,4432.5151
51,1,4477.4854,0,3898.8486
52,0,3851.854,0,3853.3435
49,0,3437.2188,0,3521.9761
49,0,2299.0171,0,1482.6791
51,1,4094.562,0,2791.6504
51,0,4714.1553,0,4228.7397
50,1,4163.0566,0,5285.8369
49,1,3778.9087,0,3750.2961
24,0,1337.2382,0,1927.9048
24,0,1875.3431,0,3043.8455
26,0,2274.5796,0,1158.7142
25,0,2451.5676,0,3043.5332
24,1,0,1,3273.2346
27,0,2654.8247,0,2134.1082
26,0,2105.9973,0,2384.0046
23,0,677.46014,1,2126.4487
26,0,2779.0957,0,3103.1746
35,1,2731.8157,0,1724.4576
37,1,1955.2444,0,2687.6067
35,1,2917.6113,0,2375.094
36,1,2701.3167,0,2570.1069
37,0,3101.1069,0,2772.4814
34,1,2013.7747,0,1857.6316
35,0,3108.3726,0,2597.5056
36,1,2969.1394,0,3073.4915
37,1,71.577858,1,1389.5476
49,0,3626.6914,0,3070.0537
51,0,4532.0488,0,5231.6201
51,0,3157.1199,0,2509.7039
51,1,4219.0596,0,3355.1526
52,0,3527.9128,0,2910.1519
48,0,2874.6309,0,2530.4919
51,0,3924.4485,0,2925.1003
50,0,4597.9102,0,4665.7456
49,0,3792.1687,0,5157.2637
41,0,3178.0078,0,4122.689
41,0,3325.8821,0,2481.5984
44,0,3812.6313,0,3251.8279
44,0,4060.8667,0,4123.4189
42,0,3473.9063,0,4442.3403
41,1,3323.6948,0,3169.9729
43,0,1773.6904,0,1522.564
43,0,3911.0059,0,3485.3054
43,0,3556.6255,0,3593.5688
22,0,966.92969,1,2305.9214
23,1,1951.2605,0,3289.4402
25,0,1420.712,0,2846.1008
24,0,521.07703,1,820.01086
22,0,668.46008,0,2093.6101
25,0,1811.6959,0,132.5658
21,0,3206.3218,0,3675.4709
25,0,1486.6619,0,1460.3745
22,0,2091.4812,0,1643.5834
32,1,1642.4392,0,524.29163
30,0,3720.459,0,4263.9243
30,0,2962.7385,0,2499.0454
30,0,2066.2986,0,1933.6703
32,0,785.48712,0,2269.0425
31,0,1363.5994,0,1805.764
31,0,3365.196,0,3309.9021
29,0,2982.7886,0,3816.5674
30,0,2416.8362,0,2392.5015
23,1,2633.3206,0,2755.292
26,1,1892.5547,0,866.80322
25,1,2310.9927,0,2999.8884
26,1,1507.4557,0,1493.3387
27,1,259.95355,1,1121.3013
26,1,1162.2731,0,228.37938
27,1,1627.7407,0,1787.7379
25,1,2123.7153,0,3251.7832
26,1,1508.8079,0,3239.0776
25,0,2686.4734,0,2786.0706
26,0,1654.0974,0,1133.6901
25,0,2682.0886,0,1846.2123
25,0,3429.8445,0,2638.2749
25,0,1984.8959,0,1955.4316
26,0,2518.1296,0,1749.4623
25,1,2978.1602,0,1509.8044
26,0,698.62512,1,3651.5762
26,0,3097.7349,0,3032.8545
22,1,820.16858,0,828.42865
24,0,582.05164,1,1961.4135
21,0,2561.8442,0,1644.5039
24,1,2800.9993,0,1920.2845
23,0,2120.8987,0,2026.6315
24,0,2139.6482,0,2512.6094
20,0,1431.8043,0,3211.6069
21,0,2151.2847,0,3077.5112
20,0,227.86638,0,953.84204
25,0,990.88556,1,1696.6019
25,0,2830.9958,0,2024.9825
24,0,1604.1472,0,2036.7397
26,1,788.52063,1,2636.5273
26,0,996.672,0,470.04651
26,0,1490.0154,0,531.64117
27,0,2186.6038,0,2460.6484
25,0,173.70294,0,0
27,0,2712.3403,0,2614.5278
27,1,2940.2947,0,2269.3943
26,0,2273.8364,0,2449.9861
26,0,2480.7651,0,3973.5378
24,0,924.54083,1,3064.2668
25,0,1231.1311,0,2357.3557
25,0,2558.5693,0,2350.8857
27,0,2454.7324,0,3167.7156
28,0,2608.0239,0,2421.9983
24,0,2485.0217,0,2117.2366
51,1,2213.0049,0,2663.0313
51,1,3574.8333,0,2755.2729
51,1,3140.1719,0,3009.8225
51,1,3689.0776,0,2847.7158
49,1,4212.4414,0,3265.3584
50,1,4344.7979,0,5910.9751
50,1,5074.6538,0,3641.0996
48,1,3071.3262,0,3492.0979
51,1,3728.645,0,3263.8186
22,0,2575.8315,0,3796.2307
23,0,2959.8965,0,3009.4238
26,0,1885.8336,0,2832.5071
23,0,1940.5674,0,1250.64
23,0,2830.9922,0,2305.9785
23,0,1281.3181,0,981.01172
24,1,1288.2673,0,1054.442
23,1,2609.6821,0,2739.7935
24,0,2532.603,0,3186.7583
41,0,3015.0417,0,2981.2302
44,0,3238.1226,0,4016.3821
42,0,3276.439,0,2948.4775
44,0,3188.7012,0,3252.7795
42,1,2646.6062,0,3134.1245
44,0,2232.0764,0,3068.7522
44,0,2753.6729,0,2641.4836
43,0,3061.8745,0,2006.2964
41,0,2340.2566,0,548.64838
53,0,3086.7756,0,4505.165
56,0,4607.4893,0,3411.8345
55,0,4730.4751,0,3136.9121
54,0,5039.8545,0,3956.0935
56,0,4479.5181,0,4498.2808
56,0,3715.7141,0,2816.3789
55,0,5429.5791,0,4460.1416
53,0,4194.8818,0,2938.0146
55,0,3871.6438,0,3220.1104
24,1,418.83075,1,945.44153
25,1,1532.4006,0,949.69586
26,1,1869.7678,0,1275.9451
24,1,948.32117,0,1757.5823
25,1,2165.3699,0,1384.7651
27,1,1894.6299,0,1541.7446
23,1,2595.3684,0,2649.6489
23,1,2258.6399,0,2668.4304
26,1,2410.0808,0,2865.4878
50,0,3378.8999,0,3605.6079
51,0,4473.2769,0,3272.5684
48,0,3844.5347,0,5014.8145
50,0,3475.2285,0,1833.0198
52,0,4253.4141,0,3371.3481
50,0,3776.7241,0,3812.749
49,0,3478.8594,0,3331.4639
50,0,4274.2139,0,2995.9688
51,1,3389.105,0,2584.1616
26,0,1366.4873,0,1897.2695
28,1,1908.3987,0,784.36829
30,0,1367.4041,0,3432.3682
28,0,290.83856,1,1715.0527
30,0,3684.5952,0,3288.0974
29,0,2663.2173,0,2984.4714
28,0,904.72491,1,1604.6282
28,0,2019.927,0,1628.0011
26,0,1483.4684,0,2623.177
24,0,2532.5723,0,1686.7681
21,0,2045.0726,0,3923.8066
23,0,1622.8655,0,1371.2789
22,0,3007.3899,0,2094.8953
21,0,1450.1023,0,2428.0642
25,0,1455.6459,0,1750.1743
24,0,1760.0186,0,2718.958
24,0,1540.4055,0,1351.5254
22,0,2547.3579,0,3096.8523
25,0,1532.3392,0,1730.2772
24,0,2081.2534,0,2651.4688
24,1,2478.5024,0,2251.1123
23,0,671.06653,1,623.6203
24,0,2673.8931,0,2232.6794
23,0,2314.5801,0,2138.4734
25,0,1892.4539,0,2659.9675
24,0,2135.4214,0,3053.0049
24,0,2114.8813,0,2553.8398
21,0,1941.4294,0,2514.1003
21,0,1022.7611,0,2078.0291
18,1,1717.7314,0,2348.4102
19,0,1455.4227,0,1722.0792
21,0,1869.7646,0,1827.1763
19,1,1179.9491,0,1128.1859
21,0,902.73419,0,1312.1508
19,0,1851.2155,0,1940.7102
19,0,1400.4274,0,1897.3889
21,1,1802.6709,0,2160.0498
17,0,123.3605,1,571.33698
19,1,368.59174,1,897.17444
19,0,3003.4133,0,1962.2148
19,0,1310.7532,0,2900.8838
17,0,508.23224,1,2154.2263
19,1,772.91162,0,619.20801
18,0,1423.9127,0,2334.2278
18,1,825.01013,1,2708.7256
51,0,3349.3843,0,3433.2786
49,0,5257.4268,0,5858.3926
50,0,3367.929,0,2647.8462
49,0,2974.8425,0,2163.6384
51,0,3685.9304,0,2677.2368
50,0,3917.3438,0,4200.1675
52,0,4120.3955,0,3573.5017
50,0,4195.5498,0,2965.8501
48,0,3600.564,0,2476.6794
29,0,2538.0828,0,3321.8738
31,0,3110.1567,0,2720.4802
29,1,1010.0175,0,1053.7069
31,0,1021.173,0,1222.4437
31,0,3711.3628,0,3146.9136
32,0,1987.5784,0,2253.5645
29,0,2417.8794,0,3290.9092
29,0,882.55017,1,1289.4937
31,0,1613.5443,0,2474.2437
21,0,324.79593,1,1007.1835
19,0,964.17444,0,1539.9364
18,1,1583.6282,0,1153.2169
20,0,1296.698,0,2467.8977
20,0,1824.6025,0,1015.5797
22,0,1445.7181,0,1581.1606
22,0,1868.2205,0,543.95203
18,0,1535.0104,0,2127.2461
21,0,792.08038,0,1075.9536
56,0,4493.1865,0,4083.3767
55,0,5009.7197,0,5774.0493
57,0,5100.3057,0,4274.4023
54,0,3999.6575,0,3395.9021
56,0,3682.8853,0,3316.541
55,1,3167.9656,0,4202.5771
54,0,3689.4968,0,4088.759
56,1,3555.925,0,3920.7869
53,0,3203.6572,0,5296.9683
22,0,2007.6721,0,2272.2981
23,0,2186.5715,0,2232.1909
22,0,2529.3625,0,2624.1267
22,0,1882.6305,0,3842.7944
23,0,1009.3168,0,926.1933
22,0,1492.8967,0,2198.0222
24,0,0,1,1597.3881
22,0,2262.3452,0,3099.1758
23,0,2447.4392,0,1993.0447
23,0,1635.6786,0,1600.0341
25,0,1017.3179,0,1722.8793
22,0,1910.7673,0,2629.9502
25,1,2252.9651,0,2522.1982
26,0,1570.891,0,1641.3799
26,0,745.42938,1,2042.9258
26,0,1862.8649,0,4602.9243
26,0,1897.7678,0,1586.1826
22,0,1276.0852,0,1975.9082
33,0,3302.8347,0,2715.9199
32,0,2842.6245,0,2186.1375
34,0,2982.4414,0,3623.8755
36,0,2245.1885,0,1318.6748
34,0,3765.5266,0,2469.4753
34,0,3030.3931,0,3824.0581
34,0,1354.6786,0,260.25928
35,0,2203.7485,0,425.77472
32,0,1937.9651,0,2079.6775
25,0,2376.7729,0,2855.6313
23,1,1908.6697,0,2185.5837
21,0,1587.5565,0,2576.8984
24,0,2307.6858,0,3949.8655
22,0,1657.1826,0,877.50116
25,1,1634.2936,0,716.43549
24,0,1482.3798,0,2771.5713
23,1,1113.3431,0,1388.1986
24,0,2456.9575,0,2155.6978
39,1,3284.6875,0,2018.7587
38,1,2981.0652,0,1927.8544
39,1,3280.9766,0,2649.9153
38,1,3704.679,0,3204.0842
37,1,2165.0225,0,1967.0189
37,1,1572.5167,0,1040.3579
38,1,503.93311,1,1254.1436
38,1,2346.9241,0,2907.8674
37,1,2372.8184,0,1448.0459
50,0,4230.96,0,4222.8457
48,0,4231.0205,0,3076.8596
51,0,3381.5767,0,2977.7986
51,0,4695.6318,0,4186.2109
50,0,4933.4487,0,5028.6343
48,1,3687.3352,0,4654.314
49,0,3752.9382,0,3107.7178
50,0,4589.6689,0,3886.2957
51,0,3772.259,0,4205.1733
43,0,3062.9846,0,2169.793
40,0,4546.2158,0,4459.4106
44,0,3781.7273,0,4224.7764
44,0,3578.4414,0,3501.8152
43,0,2334.7283,0,2615.4998
42,0,3338.4871,0,4494.4902
43,0,3275.4243,0,4036.6035
41,0,4436.5415,0,2707.7791
42,0,3050.1101,0,3898.1345
34,1,2140.6531,0,1963.6274
37,1,2844.0579,0,2761.5635
37,1,1807.5742,0,3282.4932
35,0,1364.0588,0,2273.825
35,1,894.72919,1,1116.917
35,1,994.77032,0,1171.8361
36,1,2341.7388,0,1865.8704
35,1,1497.2966,0,2169.8745
35,1,2028.974,0,2167.197
51,0,4832.0752,0,3370.2847
52,0,4283.7666,0,2371.135
50,1,2145.9382,0,2840.344
51,0,3033.3103,0,4161.5352
54,0,3922.054,0,3765.0681
52,0,3942.1516,0,2821.6838
53,0,3131.5793,0,3187.2351
52,0,3418.3892,0,3255.6257
54,0,4655.9458,0,4899.4541
53,1,4002.3325,0,3931.9517
54,1,4840.751,0,4045.4932
56,1,4127.1616,0,3482.3638
56,1,3778.9961,0,3675.9583
55,1,3439.4753,0,2926.2012
54,1,3988.5659,0,2301.6394
52,1,3537.7278,0,2661.7256
54,1,4022.9211,0,3839.5269
53,1,4116.8599,0,3918.9956
42,0,2881.4546,0,2826.5872
40,0,2173.302,0,1817.9225
41,0,2381.0593,0,2893.9419
42,0,3409.9856,0,2972.7637
43,0,4208.2861,0,4063.4827
41,0,3090.6152,0,3163.9565
42,0,3671.196,0,3691.8682
42,0,2714.938,0,2693.3352
44,0,3054.0894,0,4187.9199
47,0,3180.3521,0,2158.1514
47,0,2307.7144,0,2735.6423
45,0,2840.7283,0,3219.6829
45,0,4192.9717,0,4398.7866
48,0,4316.8174,0,4856.8418
45,0,4364.4355,0,4632.8066
46,1,2897.6414,0,4136.8633
46,0,2581.9216,0,3026.2915
48,0,2844.2505,0,2413.3984
27,0,2827.1504,0,4165.811
29,0,2372.3525,0,2276.386
28,0,2210.2358,0,1862.8649
28,1,2052.9272,0,2802.0144
28,0,2092.6194,0,3030.8875
25,1,1651.9681,0,1058.5968
26,0,1983.9963,0,1850.8223
26,1,1538.1936,0,1966.4053
27,0,2485.0503,0,4420.0474
55,0,4322.5811,0,4080.3374
55,0,4332.4233,0,2842.8865
54,0,4174.4844,0,3200.8564
54,0,4003.3335,0,4973.7012
55,0,4324.0518,0,4482.4888
56,0,5916.395,0,3071.3574
55,1,3626.9875,0,2538.1714
54,0,3919.2649,0,3698.4543
53,0,4410.4111,0,2959.2646
46,0,3746.4531,0,3711.1194
46,0,2668.5095,0,2064.427
49,0,2628.8782,0,2338.1101
50,0,4266.9346,0,3000.7576
47,0,2931.2944,0,2584.6133
50,0,3960.3867,0,3320.3508
47,0,4662.1318,0,3329.1616
47,0,4479.21,0,4118.9756
46,0,3323.0532,0,3634.0635
29,1,2358.0017,0,1221.8722
28,1,1339.3866,0,1988.5894
26,1,2480.3635,0,2376.9797
27,0,1690.0032,0,3147.9517
28,1,1757.9349,0,1108.0723
28,1,1194.8054,0,1253.0986
26,1,1376.5306,0,2646.8308
28,1,337.63763,1,1512.2825
28,1,1197.2784,0,1832.6616
43,1,1439.4003,0,1211.405
46,1,3150.6982,0,2224.6731
45,1,3549.5601,0,2686.7244
45,1,4034.1492,0,4629.1763
45,0,2937.3276,0,2289.6035
46,1,4486.5322,0,3632.4807
46,1,3922.4109,0,3144.0413
45,1,2487.1226,0,1217.1144
44,1,2646.0503,0,3024.3684
50,0,2594.5723,0,1769.2236
51,0,3857.2507,0,3381.0081
49,0,3253.1484,0,2998.3135
48,0,3580.3867,0,3047.7507
48,0,3661.356,0,2914.8611
50,0,3809.2554,0,3399.3103
48,0,4417.6587,0,4558.7822
48,0,2883.4333,0,1260.9127
51,1,3521.396,0,3426.1897
26,0,1800.6305,0,573.70459
25,0,830.62317,0,645.4762
26,0,1784.4495,0,2845.4199
28,0,1934.5569,0,2800.1299
25,0,2023.3834,0,1936.0835
28,0,1906.5056,0,2068.4832
26,0,898.73328,0,0
28,0,3539.3684,0,2784.929
26,0,3205.3232,0,3086.6709
24,0,1232.2208,0,0
24,0,1584.457,0,1858.2111
25,0,2719.5308,0,829.8515
24,0,1503.9475,0,1252.0354
23,0,1520.6434,0,1248.7906
24,0,1717.8392,0,2769.4551
25,0,959.83173,0,1319.9388
25,0,1007.764,0,1469.3678
26,0,3438.1609,0,3335.5305
27,0,2671.0288,0,1934.554
30,0,3403.6243,0,3131.3752
29,0,2689.3687,0,4501.5532
30,0,2087.0625,0,2916.4695
31,0,1258.7286,0,1816.637
30,0,3049.9741,0,2175.5583
29,0,2833.8052,0,4256.4131
30,0,2557.03,0,2862.3101
30,0,2019.9205,0,1052.6351
44,1,3722.6831,0,2024.1755
44,0,2584.1819,0,2800.9385
45,1,3079.4419,0,1567.52
44,1,2176.7256,0,3052.885
43,1,2189.8718,0,2367.0442
46,1,3298.6204,0,2845.6206
45,1,4095.4302,0,4707.9727
45,1,1816.6882,0,2357.0488
44,1,2505.8496,0,4035.2944
28,0,1938.2605,0,2999.9736
26,0,2207.8723,0,2142.5627
27,0,2432.5415,0,3548.2654
27,0,2868.606,0,2340.0776
26,0,1269.1704,0,1460.0563
26,0,1970.2981,0,0
27,0,1609.1859,0,2103.9692
25,0,1170.1327,0,2598.8047
27,0,1911.5195,0,1883.3271
26,0,1233.4167,0,1137.1493
26,0,1396.2189,0,819.33173
28,0,2796.7173,0,1823.1243
29,0,1516.3167,0,2267.1396
25,0,2083.8667,0,2078.5837
28,0,2315.5522,0,2197.699
28,0,770.67047,1,1900.2681
28,0,8.8041515,1,1030.4718
29,0,2190.5659,0,2243.8613
32,0,1904.1849,0,1535.9816
32,0,1912.655,0,563.43542
33,0,2410.0376,0,3237.3193
33,0,1424.8103,0,2446.2034
32,1,1984.9105,0,2105.4509
34,0,1854.0338,0,2342.1443
33,0,3127.165,0,3115.2725
35,0,3142.3369,0,1866.04
34,0,1597.8284,0,1400.8993
42,0,2402.6655,0,2326.7004
43,0,2623.5278,0,1874.5831
42,0,4232.208,0,3685.7046
43,0,4321.8154,0,3779.6836
45,0,3759.438,0,3904.3467
44,0,3111.0068,0,1997.8679
46,0,3334.9282,0,4216.2637
46,0,3371.4644,0,4329.4517
46,0,3848.2144,0,2914.25
48,0,2513.4841,0,1736.3557
48,0,4131.3228,0,4445.4297
48,1,3241.3152,0,3140.1699
49,0,3751.7695,0,4554.2402
48,0,2529.7798,0,2503.3733
48,1,2766.8337,0,1792.7922
48,0,4136.4771,0,2665.896
49,0,2385.4253,0,2182.5908
49,0,3349.6335,0,3118.2666
20,0,1646.4111,0,1487.7708
21,0,1890.5469,0,2095.5647
21,0,3016.9175,0,2433.1206
22,0,2455.1382,0,4013.2822
19,0,1265.5836,0,916.78162
20,0,1188.7651,0,1417.2181
19,0,1190.7092,0,2221.9204
20,0,1728.3923,0,2693.8984
20,0,1516.2896,0,1908.0239
22,1,725.90155,1,2431.6553
25,1,2515.5317,0,2615.8799
25,1,1678.0254,0,2396.6948
24,1,877.37744,0,288.78592
24,1,2183.0488,0,1890.7292
26,1,1777.2924,0,1585.1379
23,1,667.47394,1,2845.4116
22,1,2016.4053,0,2043.9165
24,1,3033.0503,0,3456.8254
27,0,2400.0955,0,3457.3105
28,0,1725.0759,0,2174.6204
27,1,2364.8501,0,2020.5853
30,0,2969.4116,0,2625.1411
29,0,2340.6238,0,1721.5381
27,0,783.16321,1,2235.9646
27,0,2394.2351,0,2281.4248
28,0,2802.7754,0,3234.5039
26,0,1556.8357,0,1511.3678
48,0,3515.6863,0,2200.2729
48,0,4266.9434,0,3606.8794
48,0,4124.6421,0,3602.6797
49,0,3171.0896,0,1982.4348
47,0,2326.7505,0,1852.4889
50,0,3247.4016,0,3045.9971
47,0,4179.4404,0,2606.4385
48,0,3194.5911,0,1909.2334
50,0,4210.0918,0,2924.9685
26,0,2156.3293,0,2988.468
28,1,1973.4844,0,2883.9512
26,0,1844.5912,0,2752.6238
29,0,1259.8519,0,1794.8906
28,0,1567.1863,0,1746.8505
29,0,1487.7107,0,2302.5164
27,0,1973.9417,0,2278.9321
30,0,2409.5669,0,2134.7749
30,0,1964.7249,0,1444.3569
44,0,3789.5371,0,4183.3784
45,0,4242.835,0,3700.7905
43,0,2959.0991,0,3207.8186
46,0,3434.5098,0,2596.7114
44,0,2665.0054,0,2781.4626
45,0,3185.7759,0,2448.1692
45,0,3820.8489,0,3938.1563
46,0,3702.9485,0,2615.8015
45,0,3880.0352,0,4859.6548
24,0,1423.1698,0,334.39203
23,1,2229.3374,0,1454.9966
23,1,111.5,1,633.74744
21,1,360.32623,0,0
25,1,1587.7483,0,1549.2988
25,1,797.37756,1,2589.3438
24,1,2337.1829,0,2007.6046
23,1,1388.2438,0,3035.9912
24,1,2818.5667,0,1348.1831
30,1,781.46033,0,1203.9655
30,1,2334.0425,0,2379.2546
31,1,2081.3989,0,1248.3898
30,1,2614.3904,0,2443.7339
32,0,1888.8873,0,1317.3147
30,1,1820.472,0,2380.5276
30,1,1270.5651,0,1776.7972
30,1,1874.7615,0,2370.8291
31,1,2638.4028,0,1843.5989
41,0,3243.502,0,3727.4944
42,0,3044.3491,0,2572.895
40,0,3146.1733,0,3053.814
41,0,4063.6797,0,3535.5688
44,0,3637.7476,0,3990.5793
42,0,2590.2651,0,792.58173
41,0,2756.6274,0,1917.3859
42,0,3404.4839,0,3305.009
41,0,3128.7244,0,3175.188
33,0,2714.4917,0,2297.8201
30,0,3843.7273,0,3253.551
32,0,2552.3181,0,2383.3582
33,0,1932.6774,0,2991.594
33,0,2048.4839,0,3051.5601
30,0,2925.6047,0,3177.2534
30,0,3118.3555,0,2914.9341
34,0,2883.061,0,3169.2727
34,0,1875.1761,0,2131.6006
31,0,1363.6919,0,1296.7604
31,0,2812.8274,0,3314.4172
31,0,1805.0699,0,3411.5896
30,0,2791.4136,0,2210.6716
31,0,2626.8765,0,3249.7917
30,0,1946.4388,0,3622.6702
32,0,2585.7322,0,3305.6731
31,0,2587.6128,0,3075.8538
33,0,1641.5006,0,3874.7153
27,0,2779.7095,0,2275.7778
27,0,1912.0944,0,2071.25
26,0,1965.8129,0,3020.4214
28,0,2040.0588,0,2954.0852
28,0,2863.6416,0,2247.8616
26,0,1974.4963,0,1779.1328
28,0,2204.3364,0,2628.6404
25,0,2071.4297,0,3934.2634
25,0,1952.6453,0,2905.0261
47,0,2952.584,0,2637.4351
47,0,3369.4055,0,2251.7522
